seed,episode,episode_reward,episode_steps,success,final_distance
0,70,-85.55446842012981,30,True,0.0
0,71,55.27942137683847,16,True,0.0
0,72,-259.8905501005733,46,True,0.0
0,73,-1254.7637668907248,100,False,12.649110640673518
0,74,10.055876766236338,22,True,0.0
0,75,-240.63353615893237,46,True,0.0
0,76,9.30644905027036,24,True,0.0
0,77,-430.49173617266786,72,True,0.0
0,78,-1446.0097248901916,100,False,13.038404810405298
0,79,22.130845293863302,20,True,0.0
0,80,-11.0920405553629,22,True,0.0
0,81,-1547.5236391615904,100,False,21.400934559032695
0,82,52.14601696047339,12,True,0.0
0,83,-224.52350792046025,44,True,0.0
0,84,-108.7850042554065,34,True,0.0
0,85,20.555913133769153,22,True,0.0
0,86,36.974603757629296,16,True,0.0
0,87,63.55924643276633,12,True,0.0
0,88,-794.4280910466376,100,False,5.656854249492381
0,89,32.592066502833916,18,True,0.0
0,90,44.84136620667803,14,True,0.0
0,91,-53.27147845825928,34,True,0.0
0,92,35.44340500672888,14,True,0.0
0,93,-970.6613749678086,100,False,4.0
0,94,34.96093427808901,16,True,0.0
0,95,67.04977508256994,10,True,0.0
0,96,7.836088198278176,30,True,0.0
0,97,-525.886036562039,80,True,0.0
0,98,-53.00215228846574,26,True,0.0
0,99,0.9308420116369973,20,True,0.0
0,100,66.51938626747041,10,True,0.0
0,101,-1170.866165495903,100,False,17.029386365926403
0,102,-15.62933486524659,24,True,0.0
0,103,61.29513827515517,12,True,0.0
0,104,28.91478518381676,16,True,0.0
0,105,51.943045677732584,12,True,0.0
0,106,-29.7407289452496,24,True,0.0
0,107,46.99709564227396,14,True,0.0
0,108,67.4390232405195,10,True,0.0
0,109,-83.18391842287596,40,True,0.0
0,110,-1034.2497832673084,100,False,10.770329614269007
0,111,1.212885963986011,20,True,0.0
0,112,-240.11224982831425,46,True,0.0
0,113,67.10517270509732,10,True,0.0
0,114,-24.94277755315359,26,True,0.0
0,115,66.49051263008252,10,True,0.0
0,116,52.638284025662784,14,True,0.0
0,117,43.39564333854349,16,True,0.0
0,118,-26.762133713233737,20,True,0.0
0,119,-999.9538169373535,100,False,14.212670403551895
0,120,-422.92113504286124,86,True,0.0
0,121,-734.615931845999,98,True,0.0
0,122,67.4390232405195,10,True,0.0
0,123,52.31331546849951,12,True,0.0
0,124,-24.721610479799978,26,True,0.0
0,125,61.46146387484393,14,True,0.0
0,126,-16.205321061276138,24,True,0.0
0,127,66.51938626747041,10,True,0.0
0,128,67.27927035045023,10,True,0.0
0,129,-30.362633980760307,22,True,0.0
0,130,50.91573533787977,14,True,0.0
0,131,-65.3044153899994,32,True,0.0
0,132,67.10517270509732,10,True,0.0
0,133,66.8243631655047,10,True,0.0
0,134,25.35488546689396,18,True,0.0
0,135,64.86505678807714,12,True,0.0
0,136,-68.26072935419768,28,True,0.0
0,137,44.66679288157452,14,True,0.0
0,138,54.566016877752645,12,True,0.0
0,139,56.86115987494499,14,True,0.0
0,140,-1359.7333004617192,100,False,10.295630140987
0,141,48.84276718014095,18,True,0.0
0,142,59.45084322570405,16,True,0.0
0,143,61.040677602851346,14,True,0.0
0,144,41.86452386319968,16,True,0.0
0,145,63.788741700646625,12,True,0.0
0,146,48.87109657281917,16,True,0.0
0,147,-616.0193777704685,84,True,0.0
0,148,67.4390232405195,10,True,0.0
0,149,42.14118266623967,16,True,0.0
0,150,36.27178682939929,18,True,0.0
0,151,67.10517270509732,10,True,0.0
0,152,45.19653357978845,16,True,0.0
0,153,24.500185043768298,20,True,0.0
0,154,38.364058515521876,24,True,0.0
0,155,53.111585486811904,14,True,0.0
0,156,52.223855217325195,12,True,0.0
0,157,50.50891664471877,14,True,0.0
0,158,19.103267637186804,24,True,0.0
0,159,64.4390232405195,12,True,0.0
0,160,50.91573533787977,14,True,0.0
0,161,-1.7129452452115288,22,True,0.0
0,162,63.17408162563183,12,True,0.0
0,163,56.500822324929274,12,True,0.0
0,164,-365.5877641441736,72,True,0.0
0,165,67.10517270509732,10,True,0.0
0,166,47.804609625351546,14,True,0.0
0,167,3.10569620804867,22,True,0.0
0,168,67.10517270509732,10,True,0.0
0,169,28.854095495354642,24,True,0.0
0,170,26.184889527222296,24,True,0.0
0,171,-47.29382715586655,28,True,0.0
0,172,42.51334176069122,22,True,0.0
0,173,45.1081789912064,14,True,0.0
0,174,55.88905600311752,12,True,0.0
0,175,-23.667790929112883,28,True,0.0
0,176,67.61312088587242,10,True,0.0
0,177,43.01701585188211,16,True,0.0
0,178,67.4390232405195,10,True,0.0
0,179,47.03158012313274,14,True,0.0
0,180,38.600126493021676,22,True,0.0
0,181,54.539337542990395,12,True,0.0
0,182,-101.74553326941887,32,True,0.0
0,183,25.346156844244945,16,True,0.0
0,184,33.70100681425318,18,True,0.0
0,185,16.957084103436287,22,True,0.0
0,186,67.10517270509732,10,True,0.0
0,187,60.33734376946495,12,True,0.0
0,188,-1103.5827316930913,100,False,13.341664064126334
0,189,66.51938626747041,10,True,0.0
0,190,56.448318455604934,12,True,0.0
0,191,67.10517270509732,10,True,0.0
0,192,62.040677602851346,12,True,0.0
0,193,37.793317843007316,18,True,0.0
0,194,55.88905600311752,12,True,0.0
0,195,67.10517270509732,10,True,0.0
0,196,1.6718050666851525,28,True,0.0
0,197,59.43107838786696,12,True,0.0
0,198,54.87109657281917,12,True,0.0
0,199,8.076011001000907,20,True,0.0
0,200,49.46888248836497,14,True,0.0
0,201,17.673292386127287,20,True,0.0
0,202,-917.8660653650944,100,False,5.656854249492381
0,203,49.806601470573185,14,True,0.0
0,204,62.10517270509732,12,True,0.0
0,205,67.10517270509732,10,True,0.0
0,206,67.10517270509732,10,True,0.0
0,207,35.76827116044451,16,True,0.0
0,208,62.27674558035113,14,True,0.0
0,209,67.10517270509732,10,True,0.0
0,210,51.6157177453358,12,True,0.0
0,211,57.86253201797804,12,True,0.0
0,212,30.821323453958016,20,True,0.0
0,213,50.54877681001469,18,True,0.0
0,214,67.10517270509732,10,True,0.0
0,215,62.61059611577332,14,True,0.0
0,216,67.10517270509732,10,True,0.0
0,217,58.644168604537086,12,True,0.0
0,218,48.16090079509816,14,True,0.0
0,219,53.045194218172085,12,True,0.0
0,220,57.86253201797804,12,True,0.0
0,221,48.736066583585185,16,True,0.0
0,222,57.633036750097745,12,True,0.0
0,223,55.88905600311752,12,True,0.0
0,224,67.10517270509732,10,True,0.0
0,225,43.10160628158691,16,True,0.0
0,226,59.256980742514045,12,True,0.0
0,227,28.476121609151647,16,True,0.0
0,228,49.798036915732055,16,True,0.0
0,229,55.44831845560495,14,True,0.0
0,230,67.10517270509732,10,True,0.0
0,231,48.23263501813082,14,True,0.0
0,232,54.75529431706529,14,True,0.0
0,233,10.121290408011049,26,True,0.0
0,234,36.30498349582933,16,True,0.0
0,235,65.92955189032313,10,True,0.0
0,236,40.94725173234478,16,True,0.0
0,237,67.10517270509732,10,True,0.0
0,238,8.283167587041476,20,True,0.0
0,239,40.97091344444016,20,True,0.0
0,240,33.69926097262824,18,True,0.0
0,241,23.858965594467634,22,True,0.0
0,242,67.10517270509732,10,True,0.0
0,243,-1359.3966921091715,100,False,9.055385138137417
0,244,22.737525503929348,18,True,0.0
0,245,22.993950793331905,20,True,0.0
0,246,67.27927035045023,10,True,0.0
0,247,43.580306059481515,14,True,0.0
0,248,59.256980742514045,12,True,0.0
0,249,46.319328251112964,16,True,0.0
0,250,56.454891165224424,14,True,0.0
0,251,31.91894238949402,18,True,0.0
0,252,67.61312088587242,10,True,0.0
0,253,53.63098065579899,12,True,0.0
0,254,53.858635104845874,14,True,0.0
0,255,-1287.221137133902,100,False,18.973665961010276
0,256,9.838854247287685,24,True,0.0
0,257,44.78278869321572,16,True,0.0
0,258,49.12122706748515,14,True,0.0
0,259,52.08382047826268,12,True,0.0
0,260,67.10517270509732,10,True,0.0
0,261,-79.65391253708287,30,True,0.0
0,262,29.792784918129826,16,True,0.0
0,263,56.448318455604934,12,True,0.0
0,264,55.60669920264117,14,True,0.0
0,265,65.02480967814641,12,True,0.0
0,266,58.44169903700684,12,True,0.0
0,267,43.38129858325986,16,True,0.0
0,268,-35.42839905336422,26,True,0.0
0,269,-1273.8381930893936,100,False,15.297058540778355
0,270,49.8545871653255,14,True,0.0
0,271,14.09035686283842,20,True,0.0
0,272,9.69952566127418,28,True,0.0
0,273,67.27927035045023,10,True,0.0
0,274,43.38129858325986,16,True,0.0
0,275,38.33797437575288,14,True,0.0
0,276,62.040677602851346,12,True,0.0
0,277,52.23400298168437,14,True,0.0
0,278,7.434067163378359,20,True,0.0
0,279,35.243628686391546,16,True,0.0
0,280,1.916026575177554,24,True,0.0
0,281,55.045194218172085,12,True,0.0
0,282,53.63098065579899,12,True,0.0
0,283,35.145699281560425,16,True,0.0
0,284,52.81118233497105,14,True,0.0
0,285,51.06062887837133,16,True,0.0
0,286,57.86253201797804,12,True,0.0
0,287,54.96688728551993,14,True,0.0
0,288,47.37063122514138,16,True,0.0
0,289,53.63098065579899,12,True,0.0
0,290,65.7554542449702,10,True,0.0
0,291,47.6963574446775,16,True,0.0
0,292,41.934914409545414,14,True,0.0
0,293,-127.38335708428812,32,True,0.0
0,294,60.33734376946495,12,True,0.0
0,295,39.851708911434145,18,True,0.0
0,296,51.2167670934259,14,True,0.0
0,297,-5.089642503418062,22,True,0.0
0,298,20.36495726071736,18,True,0.0
0,299,35.020752837109356,20,True,0.0
0,300,4.7452258427559,20,True,0.0
0,301,67.10517270509732,10,True,0.0
0,302,44.74463113842633,18,True,0.0
0,303,63.788741700646625,12,True,0.0
0,304,33.5573880738344,16,True,0.0
0,305,32.466551244652365,20,True,0.0
0,306,48.470759089929366,16,True,0.0
0,307,67.10517270509732,10,True,0.0
0,308,42.82886215848765,16,True,0.0
0,309,-8.12694347764635,24,True,0.0
0,310,67.10517270509732,10,True,0.0
0,311,53.18586622166997,12,True,0.0
0,312,62.54862578362645,12,True,0.0
0,313,61.040677602851346,14,True,0.0
0,314,67.10517270509732,10,True,0.0
0,315,52.11259131861836,12,True,0.0
0,316,67.10517270509732,10,True,0.0
0,317,5.106742599096208,22,True,0.0
0,318,-4.0243126778323415,36,True,0.0
0,319,63.45489116522444,12,True,0.0
0,320,9.957414563557222,26,True,0.0
0,321,36.707157557050905,22,True,0.0
0,322,66.51938626747041,10,True,0.0
0,323,59.256980742514045,12,True,0.0
0,324,59.256980742514045,12,True,0.0
0,325,-44.2705046438611,32,True,0.0
0,326,55.204947108241356,12,True,0.0
0,327,39.73805842880684,18,True,0.0
0,328,22.742415116222688,20,True,0.0
0,329,56.2229065385397,12,True,0.0
0,330,48.61989133085875,14,True,0.0
0,331,-325.5651007031199,50,True,0.0
0,332,14.548621061589259,20,True,0.0
0,333,41.70345423867994,16,True,0.0
0,334,49.78484478751447,14,True,0.0
0,335,-5.061944342778261,26,True,0.0
0,336,53.18586622166997,12,True,0.0
0,337,44.388339968679716,14,True,0.0
0,338,64.69095914272422,12,True,0.0
0,339,26.41961806853682,20,True,0.0
0,340,48.40673266348374,14,True,0.0
0,341,18.754303581612902,18,True,0.0
0,342,8.552409883490995,22,True,0.0
0,343,67.10517270509732,10,True,0.0
0,344,67.10517270509732,10,True,0.0
0,345,64.69095914272422,12,True,0.0
0,346,66.51938626747041,10,True,0.0
0,347,54.92313020709186,16,True,0.0
0,348,61.706827067429145,12,True,0.0
0,349,57.45084322570405,12,True,0.0
0,350,22.566862781654194,18,True,0.0
0,351,40.91115029400241,16,True,0.0
0,352,24.718487146857058,20,True,0.0
0,353,-24.205805502411266,26,True,0.0
0,354,20.86209403143515,20,True,0.0
0,355,29.583912058973894,20,True,0.0
0,356,34.65426719402495,16,True,0.0
0,357,67.10517270509732,10,True,0.0
0,358,45.32337619063337,14,True,0.0
0,359,56.608071345674205,12,True,0.0
0,360,54.42855361776786,16,True,0.0
0,361,67.10517270509732,10,True,0.0
0,362,42.30526141071225,14,True,0.0
0,363,48.61989133085875,18,True,0.0
0,364,47.15028014595828,14,True,0.0
0,365,67.10517270509732,10,True,0.0
0,366,57.80713439545066,12,True,0.0
0,367,-36.20349406882272,24,True,0.0
0,368,63.45489116522444,12,True,0.0
0,369,42.67355914708135,16,True,0.0
0,370,4.000570211929968,22,True,0.0
0,371,55.21882318772465,14,True,0.0
0,372,51.094703082345674,14,True,0.0
0,373,51.114467920182754,14,True,0.0
0,374,-13.073663717980281,20,True,0.0
0,375,58.72424659840064,14,True,0.0
0,376,60.13846016077375,14,True,0.0
0,377,48.040864040534245,14,True,0.0
0,378,-28.256153252578258,28,True,0.0
0,379,31.5737889455651,18,True,0.0
0,380,65.92955189032313,10,True,0.0
0,381,7.578504816630073,24,True,0.0
0,382,65.92955189032313,10,True,0.0
0,383,22.448405232916045,18,True,0.0
0,384,67.10517270509732,10,True,0.0
0,385,67.4390232405195,10,True,0.0
0,386,3.984777744703976,22,True,0.0
0,387,46.71782491516937,14,True,0.0
0,388,60.942895044928946,12,True,0.0
0,389,56.27422081025202,12,True,0.0
0,390,-85.56909186860551,36,True,0.0
0,391,56.61327191226066,14,True,0.0
0,392,65.7554542449702,10,True,0.0
0,393,49.08382047826268,14,True,0.0
0,394,43.349900175772845,14,True,0.0
0,395,67.10517270509732,10,True,0.0
0,396,31.361176082151033,22,True,0.0
0,397,53.045194218172085,12,True,0.0
0,398,67.10517270509732,10,True,0.0
0,399,52.223855217325195,12,True,0.0
0,400,67.10517270509732,10,True,0.0
0,401,57.92313020709186,14,True,0.0
0,402,-309.7673602251359,50,True,0.0
0,403,38.304548733897846,14,True,0.0
0,404,48.60367271733148,14,True,0.0
0,405,56.81978941931128,14,True,0.0
0,406,34.786414665914336,16,True,0.0
0,407,24.878772795900474,18,True,0.0
0,408,61.706827067429145,12,True,0.0
0,409,16.694349579734748,20,True,0.0
0,410,58.67119430488714,12,True,0.0
0,411,-44.82786163485338,38,True,0.0
0,412,59.59083127793623,12,True,0.0
0,413,66.53222073241628,10,True,0.0
0,414,47.80323750446678,16,True,0.0
0,415,-59.47200660842179,38,True,0.0
0,416,67.10517270509732,10,True,0.0
0,417,12.566728158537174,20,True,0.0
0,418,67.10517270509732,10,True,0.0
0,419,59.626464040478254,14,True,0.0
0,420,22.565021933319954,22,True,0.0
0,421,38.609628428964356,14,True,0.0
0,422,41.007738515345395,14,True,0.0
0,423,25.067432417240795,18,True,0.0
0,424,59.256980742514045,12,True,0.0
0,425,51.22081503294629,14,True,0.0
0,426,53.045194218172085,12,True,0.0
0,427,58.80056168583117,16,True,0.0
0,428,44.214242323326786,14,True,0.0
0,429,54.87109657281917,12,True,0.0
0,430,51.279110422545344,16,True,0.0
0,431,67.10517270509732,10,True,0.0
0,432,55.88905600311752,12,True,0.0
0,433,45.78278869321572,14,True,0.0
0,434,0.23418123166122484,18,True,0.0
0,435,67.10517270509732,10,True,0.0
0,436,39.26655973824262,14,True,0.0
0,437,10.984482793406357,26,True,0.0
0,438,43.107000442934556,16,True,0.0
0,439,36.9523697232479,18,True,0.0
0,440,47.389023919945416,16,True,0.0
0,441,57.04067760285134,14,True,0.0
0,442,67.10517270509732,10,True,0.0
0,443,57.633036750097745,12,True,0.0
0,444,48.61989133085875,14,True,0.0
0,445,54.566016877752645,12,True,0.0
0,446,67.27927035045023,10,True,0.0
0,447,-25.4747928297801,24,True,0.0
0,448,12.719470251048136,20,True,0.0
0,449,67.4390232405195,10,True,0.0
0,450,50.490710365449345,14,True,0.0
0,451,60.929551890323125,12,True,0.0
0,452,-86.44216562836078,28,True,0.0
0,453,28.783119182837467,20,True,0.0
0,454,41.24697982506359,16,True,0.0
0,455,67.10517270509732,10,True,0.0
0,456,65.7554542449702,10,True,0.0
0,457,56.448318455604934,12,True,0.0
0,458,49.71105447018306,18,True,0.0
0,459,58.05654552755627,14,True,0.0
0,460,51.0767323543634,14,True,0.0
0,461,9.186481208370594,22,True,0.0
0,462,50.490710365449345,14,True,0.0
0,463,67.27927035045023,10,True,0.0
0,464,51.290268198190475,18,True,0.0
0,465,32.572933776063124,20,True,0.0
0,466,64.69095914272422,12,True,0.0
0,467,53.519716757092155,12,True,0.0
0,468,64.4390232405195,12,True,0.0
0,469,23.450405239161157,18,True,0.0
0,470,67.27927035045023,10,True,0.0
0,471,53.18586622166997,12,True,0.0
0,472,27.756359646410857,26,True,0.0
0,473,41.781962354143616,14,True,0.0
0,474,63.45489116522444,12,True,0.0
0,475,57.80713439545066,12,True,0.0
0,476,60.33734376946495,12,True,0.0
0,477,63.45489116522444,12,True,0.0
0,478,13.154185177262846,20,True,0.0
0,479,60.33734376946495,12,True,0.0
0,480,44.77920945899653,16,True,0.0
0,481,56.27422081025202,12,True,0.0
0,482,59.361336010055936,12,True,0.0
0,483,54.03410489323184,14,True,0.0
0,484,47.37109990094174,14,True,0.0
0,485,55.045194218172085,12,True,0.0
0,486,43.7083856481451,14,True,0.0
0,487,67.10517270509732,10,True,0.0
0,488,67.10517270509732,10,True,0.0
0,489,40.368106455042266,16,True,0.0
0,490,45.257142673001624,16,True,0.0
0,491,41.9366528249312,16,True,0.0
0,492,39.355898416904836,16,True,0.0
0,493,62.281739546994565,10,True,0.0
0,494,56.51281355785092,12,True,0.0
0,495,23.533356621349185,16,True,0.0
0,496,-3.4641308055250164,26,True,0.0
0,497,32.17035796281944,16,True,0.0
0,498,59.256980742514045,12,True,0.0
0,499,11.424922923032042,22,True,0.0
0,500,29.711314762728165,24,True,0.0
